id,model_name,dataset,question,answer,ground_truth,prompt,human_verdict
3407,llama-2-7b-chat,natural_questions,who is the head a in pretty little liars,"Based on the passage provided, the head of the group in ""Pretty Little Liars"" is Alison DiLaurentis.",CeCe Drake,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Charlotte Drake
Charlotte Drake Charlotte Drake is a fictional character in ""Pretty Little Liars"", an American mystery drama television series based on the homonymous novel series written by Sara Shepard. Charlotte is a character that only appears in the television series and is portrayed by Vanessa Ray. The character is also featured in the ""Pretty Little Liars"" web series ""Pretty Dirty Secrets"". Charlotte was introduced in the third season using the pseudonym CeCe Drake. Acting as a best friend and mentor to Alison DiLaurentis, CeCe moved back to Rosewood two years after Alison's disappearance. Having stolen the game from Mona Vanderwaal, Drake
Question: who is the head a in pretty little liars
[/INST]
Answer: ",correct
3433,llama-2-7b-chat,natural_questions,where did students for a democratic society start,"According to the passage, Students for a Democratic Society (SDS) started in Ann Arbor, Michigan.","Ann Arbor, Michigan","[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Ann Arbor Argus
Sinclair's radical White Panther Party and the Students for a Democratic Society. It was a member of the Underground Press Service and the Liberation News Service. It had no connection to the earlier 19th century Ann Arbor newspaper of the same name. Circulation in 1969 was reported at 14,000 copies. Ann Arbor Argus Ann Arbor Argus was a radical, counterculture biweekly underground newspaper published in Ann Arbor, Michigan, starting January 24, 1969, and lasting until mid-1971. It was founded and edited by underground journalist Ken Kelley (1949–2008), a 19-year-old University of Michigan student who lived at the Trans-Love Energies commune
Question: where did students for a democratic society start
[/INST]
Answer: ",correct
3445,llama-2-7b-chat,natural_questions,what year did return of the mack come out,"1996
The passage states that ""Return of the Mack"" was released in the United Kingdom in March 1996 and topped the UK Singles Chart a month later, reaching number one in April 1996. Additionally, it reached number 2 on the US ""Billboard"" Hot 100 in June 1997, indicating that the song was released in 1996 or 1997.",18 March 1996/March 1996/1996,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Return of the Mack
Return of the Mack ""Return of the Mack"" is a song written and recorded by the British R&B singer Mark Morrison. It was released in the United Kingdom in March 1996 and topped the UK Singles Chart a month later. It reached the number-one spot on the UK Singles Chart in April 1996 and number 2 on the US ""Billboard"" Hot 100 in June 1997 for one week behind ""MMMBop"" by Hanson, and went Platinum. The song's beat is sampled from the song ""Genius of Love"" by American band Tom Tom Club. ""Games"" by Chuckii Booker was also sampled. CD
Question: what year did return of the mack come out
[/INST]
Answer: ",correct
3455,llama-2-7b-chat,natural_questions,what kind of beast is the beast from beauty and the beast,"The Beast from Beauty and the Beast is a chimera, a mixture of several animals. It has the head structure and horns of a buffalo, the body of a bear, the legs and tail of a wolf, and the tusks of a wild boar.",a chimera,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Beast (Beauty and the Beast)
of a gorilla, tusks of a wild boar, legs and tail of a wolf, and body of a bear. However, he felt it important that the Beast's eyes remain human. In fear that Glen Keane would design the Beast to resemble voice actor Robby Benson, Walt Disney Studios chairman Jeffrey Katzenberg did not allow Keane to see Benson during production of the film. The Beast is not of any one species of animal, but a chimera (a mixture of several animals), who would probably be classified as a carnivore overall. He has the head structure and horns of a buffalo,
Question: what kind of beast is the beast from beauty and the beast
[/INST]
Answer: ",correct
3485,llama-2-7b-chat,natural_questions,who won nfl football coach of the year,Sean McVay,Sean McVay,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Sean McVay
Sean McVay Sean McVay (born January 24, 1986) is an American football coach who is the head coach of the Los Angeles Rams of the National Football League (NFL). Upon his hiring in 2017 at the age of 30, he became the youngest head coach in modern NFL history. He was the offensive coordinator of the Washington Redskins from 2014 to 2016. He was named the AP NFL Coach of the Year in his first year of coaching, becoming the youngest person ever to win the award. Sean McVay was born in Dayton, Ohio, the son of Tim and Cindy
Question: who won nfl football coach of the year
[/INST]
Answer: ",incorrect
3510,llama-2-7b-chat,natural_questions,who sang buddy can you spare a dime,"According to the passage, Bing Crosby and Rudy Vallee sang ""Brother, Can You Spare a Dime?""",Rudy Vallee/Bing Crosby,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Brother, Can You Spare a Dime?
The song became best known, however, through recordings by Bing Crosby and Rudy Vallee. They were released right before Franklin Delano Roosevelt's election to the presidency. The Brunswick Crosby recording made on October 25, 1932 with Lennie Hayton and his Orchestra became the best-selling record of its period, and came to be viewed as an anthem to the shattered dreams of the era. In the song a beggar talks back to the system that stole his job. Gorney said in an interview in 1974 ""I didn't want a song to depress people. I wanted to write a song to make
Question: who sang buddy can you spare a dime
[/INST]
Answer: ",correct
3535,llama-2-7b-chat,natural_questions,who sang on great gig in the sky,Clare Torry,Clare Torry/Pink Floyd,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Clare Torry
2005 carry an additional credit ""Vocal composition by Clare Torry"" for the ""Great Gig in the Sky"" segment. In February 2006, Clare Torry released a CD ""Heaven in the Sky"", a collection of her early pop tunes from the 1960s and 1970s. Clare Torry Clare H. Torry (born 29 November 1947) is a British singer, best known for performing the wordless vocals on the song ""The Great Gig in the Sky"" by the group Pink Floyd on their 1973 album ""The Dark Side of the Moon"". She also covered the Dolly Parton single ""Love Is Like a Butterfly"" for the
Question: who sang on great gig in the sky
[/INST]
Answer: ",correct
3547,llama-2-7b-chat,natural_questions,who signed the largest on the declaration of independence,"According to the passage, the largest signature on the Declaration of Independence was that of John Hancock.",John Hancock,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: United States Declaration of Independence
According to Ritz, about thirty-four delegates signed the Declaration on July 4, and the others signed on or after August 2. Historians who reject a July 4 signing maintain that most delegates signed on August 2, and that those eventual signers who were not present added their names later. Two future U.S. presidents were among the signatories: Thomas Jefferson and John Adams. The most famous signature on the engrossed copy is that of John Hancock, who presumably signed first as President of Congress. Hancock's large, flamboyant signature became iconic, and the term ""John Hancock"" emerged in the United States as
Question: who signed the largest on the declaration of independence
[/INST]
Answer: ",correct
3566,llama-2-7b-chat,natural_questions,who was the first elected president of pakistan,"According to the passage, the first elected president of Pakistan was Fatima Jinnah, who ran against General Ayub Khan in the nationwide presidential election held in 1965.",Iskander Mirza/JB Talha Khan,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: President of Pakistan
the presidency. The incumbent Governor-General, Iskander Mirza, became Pakistan's first president. He reportedly suspended the first Constitution in 1958, and appointed Army Commander-in-Chief General Ayub Khan as the first chief martial law administrator. Khan subsequently dismissed Mirza in order to become the president. The second Constitution introduced by President Ayub Khan turned the country into a presidential republic without direct elections. Succumbing to internal and international pressure, however, Khan held a nationwide presidential election in 1965. Khan successfully campaigned against his opponent, Fatima Jinnah, for a second term, but some have alleged that elections were rigged in favour of Khan.
Question: who was the first elected president of pakistan
[/INST]
Answer: ",correct
3579,llama-2-7b-chat,natural_questions,who does the vocals for feel it still,"According to the passage, the vocals for ""Feel It Still"" are performed by the band's lead vocalist, John Gorge.",Portugal. The Man,"[INST] <<SYS>>
Please answer the following question given the following passages:
<</SYS>>

- Title: Portugal. The Man
the new record would be entitled ""Gloomin + Doomin"". In February 2016 Portugal. the Man were featured on the Yoko Ono collaboration album ""Yes, I'm A Witch Too"" performing ""Soul Got Out of the Box"". On November 30, 2016, Triple J radio debuted Portugal. The Man's new song ""Noise Pollution"". It was released as a single, ""Noise Pollution [Version A, Vocal Up Mix 1.3]"", on December 2, and featured Mary Elizabeth Winstead and Zoe Manville. On March 3, 2017, the band released a single titled ""Feel It Still"", which was followed by the release of an accompanying music video three
Question: who does the vocals for feel it still
[/INST]
Answer: ",correct
